age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country
59.309345,308888.22,5.2715364,180.38625,0.015996879,36.86836,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.445747,273105.38,4.8248906,96.60177,0.0035233798,36.83869,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.624092,274336.88,4.9987745,89.76216,0.0047751395,36.635727,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.62229,293106.56,5.4175878,212.75865,0.05683943,37.60273,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.686363,290531.2,5.250661,94.54957,0.0034826202,36.27331,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.01656,295619.3,5.5140915,207.45538,0.092411526,37.13928,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.487747,296337.8,5.4958897,189.58955,0.084289916,37.35304,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.24392,278388.78,5.118877,134.4697,0.017235719,37.234932,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.218685,286018.44,5.2173343,152.3568,0.049932897,37.494823,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.577484,290894.53,5.3096046,192.881,0.023998683,37.088894,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.702637,272781.1,4.9181423,83.76245,0.007874385,37.264336,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.23759,290704.12,5.3335695,179.56805,0.028537434,36.846336,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.081127,299243.88,5.3296046,182.55171,0.044226047,37.249947,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.41196,278369.7,5.0895777,109.49064,0.022370456,37.54706,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.897892,304759.78,5.727349,392.15363,0.14566132,37.812984,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.929226,296979.8,5.399499,221.46758,0.05445868,37.864777,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.1144,303229.38,5.671456,447.74313,0.13032946,37.80046,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.19499,286860.84,5.2328067,135.97108,0.014413812,37.110615,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.199093,292667.06,5.2944694,145.82236,0.031968065,37.67895,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.05065,266974.56,4.6357875,30.4786,0.0004251638,37.898136,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.06393,272197.25,4.828693,73.84686,0.0028169763,35.593384,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.093605,281000.3,5.1015706,97.12707,0.011585917,37.579357,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.595577,268847.8,4.780432,34.40649,0.0018267524,36.54506,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
62.102375,275113.34,4.7329144,23.64475,0.00046597596,36.448223,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.083344,284744.7,4.9241247,71.916275,0.002106011,36.368587,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.942974,287200.94,5.2615952,260.64285,0.015772318,37.308117,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.853764,294227.2,5.4462543,261.79013,0.09612487,37.65318,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.798077,282616.16,5.1863995,164.66374,0.044939164,37.356422,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.543446,275787.7,5.0799313,92.52336,0.012821517,36.469784,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.512035,291784.38,5.2239656,118.03828,0.041773207,37.090538,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.73727,294778.1,5.618788,256.7338,0.0913128,37.239563,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.003166,297012.0,5.2715654,187.75157,0.013777663,36.843826,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.22358,285911.66,5.169917,114.06259,0.02191511,37.18295,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.88799,295200.6,5.4768286,195.45998,0.02888547,36.985897,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.48538,301310.62,5.586509,125.890076,0.05056081,37.026115,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.5502,305251.0,5.390649,218.52351,0.03240822,36.509193,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.646557,288169.97,5.239161,98.4067,0.027470162,36.743572,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.933132,260342.61,4.710414,30.215143,0.0026524747,35.885216,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.654415,267188.62,4.651522,68.43946,0.0032619925,37.050976,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.68345,291048.7,4.932076,76.90075,0.003976499,35.983257,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.255962,273768.97,4.8311605,71.23761,0.006864751,37.168793,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.691013,298718.9,5.101107,146.16373,0.017400978,36.464237,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.829712,277004.84,4.9608665,110.41405,0.015455443,36.68123,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.0236,278811.28,5.0616255,185.17009,0.019561747,37.24252,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.752926,296809.78,5.285478,118.72408,0.007208296,36.766216,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.585682,272649.5,4.797907,45.312153,0.0012865799,36.644268,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.096382,279752.28,5.152754,133.81317,0.012687946,36.64292,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.11314,304608.44,5.4109893,193.80112,0.021181058,36.72626,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.659657,293701.28,5.274521,196.00107,0.027376588,36.584805,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.389774,289098.75,5.3440623,152.27428,0.023502551,36.689682,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.374054,300297.94,5.715076,391.3946,0.18413964,38.075665,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.85011,300592.06,5.6482506,431.6667,0.20473711,38.241905,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.351383,292515.9,5.4619017,270.32886,0.0346563,37.015007,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.921837,275999.28,4.7028246,25.588528,0.0005729285,35.68887,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.812466,284924.03,5.2132483,157.65948,0.049840268,37.40418,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.705986,293300.6,5.139221,119.894066,0.018645974,37.148994,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.066315,310253.56,5.771046,399.90033,0.14957535,38.60347,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.22112,296923.78,5.4006243,120.48062,0.00992295,36.598164,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.25481,295278.94,4.768275,41.8207,0.0022182006,36.296238,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.938873,290933.25,5.2974195,159.51093,0.039577186,36.95199,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.06111,280241.62,5.147816,156.40427,0.045172177,37.05887,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.63556,287695.0,5.3189793,188.0416,0.06849812,37.372257,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.666416,283260.7,5.1262374,138.80328,0.0067624687,36.904453,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.55831,290167.84,5.148022,161.03114,0.047033157,37.655293,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.286953,288731.5,5.463132,165.28181,0.04106315,36.983402,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.599697,289826.25,5.255005,116.300575,0.00466174,37.24402,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.167564,287906.6,5.218076,149.30783,0.017411917,36.91931,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.972797,258225.69,4.546394,24.36259,0.0010468112,36.51786,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.88153,286155.94,5.2701573,191.78452,0.018477526,37.038704,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.830257,292439.72,5.4174786,228.58406,0.047648195,37.2876,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.644714,291945.9,5.3849254,151.86664,0.036917116,37.51937,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.573742,294359.4,5.4446936,187.9241,0.0538836,37.85437,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.61491,281187.97,4.81268,65.08708,0.0047174334,36.72361,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.69553,310505.47,5.7514014,379.2832,0.25115022,38.30588,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.176613,276956.47,5.085574,120.43351,0.025751485,37.092888,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.27047,291300.1,5.477662,194.64421,0.060715955,37.76083,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.225346,290016.53,5.321571,240.86584,0.021612374,37.510754,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.030056,260090.14,4.483717,17.780828,0.00017458509,36.835545,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.138176,290781.56,5.4265285,226.88057,0.038588345,37.810978,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.196045,296000.4,5.394134,170.26697,0.06317776,37.433544,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.516953,269245.66,4.787313,34.20101,0.0034398905,36.0085,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.226574,283115.34,4.9931955,80.82095,0.006333618,36.022663,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.711956,292763.7,5.446512,182.82326,0.043780807,37.678925,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.433838,301686.47,5.340609,116.73583,0.0076231915,37.873283,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.805935,272846.53,4.899559,48.48708,0.0074108937,36.458664,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.689743,264668.0,4.4846945,48.762676,0.0009862114,35.714237,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.010876,288731.44,5.2751307,103.15857,0.015938358,36.733685,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.663254,299839.62,5.590753,379.518,0.21443534,37.64939,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.14412,263292.25,4.612466,32.22298,0.002332538,36.130516,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.42944,284093.22,5.0439157,61.325413,0.0029005373,37.61441,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.935204,295522.44,5.530017,280.0758,0.15006426,37.844513,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.363976,292514.12,5.1570683,119.17129,0.0129976915,36.875748,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.717793,305249.97,5.749137,380.9992,0.08793692,37.24228,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.6967,289314.28,5.157094,158.7907,0.02986464,37.105637,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.784607,297394.2,5.528841,236.30319,0.033626847,36.663883,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.822628,300255.0,5.4706583,254.22124,0.11744433,38.568813,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.107178,303911.66,5.6092467,308.21518,0.085073575,37.777157,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.649673,271347.25,4.873829,41.63635,0.0050041745,36.19282,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.212906,277800.16,5.092482,138.27704,0.028058454,37.76215,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.909264,283333.47,5.0788693,114.213554,0.01024366,37.353477,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.48445,303858.16,5.4444227,185.48637,0.04769356,36.41178,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.012897,288518.8,4.87192,48.363094,0.0009682696,36.145206,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.01238,299357.06,5.6019177,353.65314,0.04895204,37.757977,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.782578,280322.03,5.1926575,160.11353,0.024293752,37.349632,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.098877,293507.03,5.492446,263.09518,0.07008946,37.541477,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.075966,302839.56,5.488689,211.13086,0.031926174,37.874893,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.25879,283552.8,5.1998515,123.07873,0.010214219,36.85389,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.76595,287058.75,5.339604,138.53136,0.03940853,37.002686,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.026073,285050.53,5.096662,100.21457,0.021458775,37.389584,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.29122,283498.7,5.131729,67.138504,0.0028654607,37.06065,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.050007,304490.12,5.473012,280.1031,0.077869646,36.458073,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.236294,286118.56,5.2094393,137.48622,0.035847835,37.27331,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.33613,274229.9,4.8554473,43.30909,0.0019572882,35.95542,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.336365,296018.53,5.506178,164.63005,0.08702334,37.85864,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.671112,299904.38,5.5185537,353.36475,0.047250796,37.739544,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.846912,287940.66,4.994733,94.61499,0.0019468056,36.509983,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.856987,276931.28,5.180206,115.39057,0.0034728893,35.83335,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.455082,286453.1,5.126244,112.237335,0.0374871,37.23061,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.18601,287081.75,5.0408635,73.47381,0.005449579,36.784786,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.3583,288008.47,5.3474264,181.5015,0.06414181,36.97669,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.209473,294162.2,5.391591,179.23146,0.021335155,36.508232,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.914543,280683.4,5.030244,74.87979,0.006402101,36.71341,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.96592,291938.16,5.144731,96.15761,0.0059768124,35.779297,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.8779,286156.97,5.15414,88.395836,0.013409141,37.1006,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.4937,293936.25,5.4259386,219.2373,0.05689101,37.42282,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.810047,296525.62,5.4375215,248.52846,0.03047961,37.154335,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.749943,264769.53,4.6377006,62.03029,0.0048135,36.12245,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.871674,284543.3,5.1550364,162.1383,0.015494361,37.02594,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.37792,288106.75,5.156679,146.0283,0.023871383,36.40701,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.486115,271701.34,4.9153104,61.64913,0.008737155,36.356663,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.864964,281224.84,4.916872,73.018845,0.0026065647,36.300823,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.5362,292643.34,5.481194,213.00755,0.051502638,37.598698,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.868847,290443.3,5.3532495,152.30669,0.02414883,37.286232,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.82494,291787.97,5.3209705,195.60307,0.06580592,37.165295,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.277695,259979.3,4.698396,52.530136,0.001653276,36.1837,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.75411,294130.72,5.3175693,161.85019,0.014248101,36.24362,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.769917,287658.88,5.3340445,153.2993,0.032824684,37.38837,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.107216,298720.88,5.3892913,232.82674,0.056238562,36.916622,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.860813,280894.38,5.1786613,138.2802,0.021645851,36.953278,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.00136,293063.88,5.3567758,127.55399,0.04778156,37.015766,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.538296,307325.56,5.516758,257.3213,0.042326316,37.31671,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.82378,291196.12,5.332333,182.79683,0.032935083,37.480076,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.752224,300898.22,5.346393,180.40154,0.014175374,36.66976,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.57051,299261.0,5.542101,249.9815,0.024389138,37.65491,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.732502,283850.84,5.137484,101.25629,0.009419776,37.318905,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.66051,287267.97,5.2519064,122.83519,0.059496045,37.516296,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.190773,299878.7,5.5003934,281.05313,0.062529854,37.35083,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.192593,293683.62,5.0216064,74.83113,0.0026327313,35.993664,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.541504,289303.25,5.256592,161.14977,0.023368537,36.962624,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.240196,288200.84,5.1902285,127.33787,0.016159147,37.024765,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.269245,286658.0,5.262518,77.23524,0.009049368,37.03343,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.897835,287730.34,5.289762,150.46922,0.018985085,37.374905,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.66367,282666.22,5.100214,109.31003,0.009445007,37.110744,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.553375,280930.66,4.9567943,83.582146,0.0059662824,36.107063,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.547985,286497.47,5.2343316,174.53448,0.055517837,37.09445,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.492332,291770.56,5.2631316,219.31755,0.039312664,37.568752,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.613445,285659.6,5.2927613,178.12881,0.027827868,37.108425,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.665188,306499.12,5.596136,317.97,0.05267196,37.35954,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.37219,286430.97,5.092329,107.52114,0.0030734048,36.689632,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.175278,279749.2,5.028206,88.75406,0.009344304,37.384468,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.12961,292002.56,5.278489,204.61281,0.0742824,37.261723,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.911514,291288.0,5.3572173,198.28983,0.013530443,37.455357,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.48668,292703.78,5.2529464,161.28677,0.025392557,37.14304,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.646427,283009.4,5.217134,117.42495,0.009656584,36.80744,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.634975,295246.28,5.4131155,292.2802,0.056117643,37.506317,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.669838,299543.7,5.4956403,165.89833,0.04287849,37.45055,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.249695,280303.38,5.147459,164.64667,0.017233124,37.212154,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.299175,277565.06,5.0526175,94.647575,0.03329282,36.32748,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.082687,290840.94,5.4214206,278.07758,0.08574669,37.673054,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.30911,278126.56,5.0095015,131.20514,0.017409576,37.4107,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.902985,294962.22,5.356778,209.79543,0.029002894,37.116394,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.84898,298266.34,5.6272063,320.51785,0.10218559,37.9691,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.204315,280409.12,5.067745,156.93771,0.05617488,37.41346,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.522404,298410.62,5.49329,256.688,0.060141463,37.235806,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.600517,291616.53,5.42854,273.4262,0.06619932,37.63251,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.813305,294689.66,5.455071,243.6925,0.047897447,37.275394,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.815586,300624.4,5.389677,188.2436,0.039151184,36.90414,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.656025,281926.53,5.1065784,90.807434,0.0058554113,36.960815,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.687294,311587.88,5.510815,215.55104,0.067221016,36.779503,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.06036,282234.47,5.209324,68.21465,0.017738478,36.367954,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
61.55014,247425.36,3.9811788,3.3940413,8.687241e-06,37.331757,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.11326,281086.88,5.0641866,96.474525,0.0029388343,36.66689,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.606636,285474.0,5.269613,168.27847,0.02502837,37.337795,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.95615,294124.53,5.376486,186.47787,0.045683596,37.46817,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.57347,306690.72,5.7260084,459.6531,0.24082418,37.67766,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.770134,288854.62,5.1615167,133.64372,0.015497909,36.716496,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.63187,285391.03,5.137616,107.03834,0.018090632,36.92774,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.917973,285621.06,5.249788,67.43643,0.014096888,36.301678,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.84745,269142.44,4.0551233,6.3613024,4.299801e-05,36.665554,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.42721,293499.1,5.3522406,304.34955,0.039830994,37.106556,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.474888,293570.25,5.417494,258.7247,0.036720768,37.667,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.778027,272620.88,4.9071774,87.76409,0.006118945,37.08835,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.962063,278212.84,5.1703334,177.62885,0.01702217,36.55288,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.487766,285333.53,5.303549,219.66782,0.044091493,37.312687,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
56.74097,315050.9,5.827526,350.91794,0.19197576,37.68855,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.38156,284298.8,5.1071405,84.20391,0.014602018,36.48116,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.633392,291110.75,5.3906593,245.08994,0.047580533,37.356224,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.89095,256398.62,4.5681705,25.586502,0.0007818065,36.33204,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.45014,301823.47,5.615434,340.46182,0.07348011,38.10554,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.95475,291231.97,5.1186066,49.806446,0.0035435753,36.9416,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.088615,298524.72,5.385105,189.40756,0.030209413,37.236103,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.98155,279769.25,5.116239,167.6624,0.034063224,37.38695,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.559265,281027.84,5.1258116,91.58629,0.019695368,37.056423,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.488335,280550.03,5.0519605,75.639854,0.011438529,36.460915,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.04978,293547.4,5.2674966,198.04178,0.068745494,37.647133,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.033997,296433.66,5.292838,201.3146,0.020213697,36.77251,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.685425,274220.03,4.842728,50.449535,0.0034775161,36.011684,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.89805,288980.6,5.2788644,182.56546,0.021811543,37.28775,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.61973,299470.62,5.405453,293.82562,0.049929705,37.386036,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.93762,300082.56,5.4459395,232.07686,0.08917726,37.180428,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.870956,283203.62,5.0806165,105.14586,0.012034632,36.82055,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
59.99668,285278.03,5.12379,48.763374,0.002249508,36.258186,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.382545,286809.06,5.205352,123.011566,0.025229407,37.66583,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.97913,293631.66,5.429206,224.23227,0.03242386,37.598473,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
58.249825,276431.84,5.077292,64.24963,0.013117197,36.890907,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
57.965954,296920.7,5.4687147,274.60022,0.05097102,37.737656,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.473465,269924.44,4.583445,25.088078,0.0004069512,35.797375,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
60.5635,300268.9,5.1347823,90.55643,0.006739549,36.909805,Private,9th,Divorced,Other-service,Not-in-family,White,Female,United-States
